#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
180.0,1933,10426.389122
230.0,2013,10434.692734
515.0,2793,10446.293034
215.0,1863,10455.075536
310.0,2581,10466.45308
215.0,2225,10475.967073
225.0,2089,10485.203336
155.0,1933,10493.597487
205.0,1637,10500.373368
210.0,2139,10509.479731
105.0,1073,10514.072367
255.0,2199,10523.288972
350.0,2543,10533.94509
160.0,2431,10544.679729
400.0,3521,10559.656763
350.0,2795,10571.594148
390.0,3853,10588.218553
605.0,4143,10606.003044
280.0,2389,10616.037913
230.0,2063,10624.781516
270.0,1973,10633.305899
250.0,1995,10642.615088
465.0,3907,10659.02584
250.0,1983,10667.685999
270.0,2601,10678.764065
145.0,2663,10689.931651
165.0,2077,10698.62779
265.0,2585,10709.625091
85.0,1065,10714.077143
225.0,2637,10725.046516
455.0,3623,10740.549212
330.0,3095,10753.469711
220.0,2049,10762.076267
200.0,1915,10770.311785
655.0,4403,10789.191704
145.0,1905,10797.477343
425.0,4405,10816.578859
210.0,1779,10824.806495
340.0,3139,10838.100318
110.0,1075,10842.428292
220.0,1883,10850.527319
85.0,1529,10857.005291
220.0,2121,10866.030209
320.0,2475,10876.887403
450.0,3851,10893.333591
460.0,4407,10911.912352
75.0,1043,10916.186016
560.0,3081,10929.901067
600.0,4705,10950.0174
225.0,2105,10958.783449
380.0,3177,10972.497159
330.0,2473,10982.816627
85.0,1059,10987.180713
110.0,1193,10992.259907
210.0,3043,11006.184569
155.0,1507,11012.563534
140.0,1829,11020.443134
220.0,1681,11027.945636
210.0,1871,11035.613477
280.0,2123,11044.733557
245.0,3563,11060.368385
365.0,2619,11071.6363
95.0,2333,11081.510005
250.0,2733,11093.55073
130.0,2389,11103.797931
275.0,2553,11114.661008
270.0,2453,11124.961811
275.0,3439,11140.23897
325.0,2561,11151.241989
170.0,2017,11160.475908
120.0,1605,11167.758524
310.0,2753,11179.715577
360.0,3105,11193.941002
130.0,1609,11200.997129
360.0,4197,11219.744334
300.0,2727,11231.367848
395.0,3239,11245.081508
700.0,3897,11262.340393
80.0,1895,11270.533771
85.0,1901,11278.581081
170.0,1919,11287.248801
165.0,1955,11295.475656
340.0,3893,11312.330232
105.0,1077,11316.959781
200.0,2123,11326.229721
150.0,1539,11332.809362
175.0,2321,11342.545229
365.0,3043,11356.673164
65.0,1339,11361.948418
200.0,2563,11372.47334
155.0,1975,11380.511577
65.0,1091,11385.047475
385.0,3675,11400.251971
305.0,2980,11412.188475
360.0,2853,11424.024912
600.0,3681,11439.033682
320.0,2688,11449.871717
130.0,1909,11457.510865
260.0,2807,11469.166071
225.0,1907,11476.791423
395.0,3374,11490.718457
245.0,2263,11516.163376
265.0,2805,11527.576887
210.0,1899,11535.433668
365.0,2561,11547.326728
535.0,2881,11560.587294
140.0,1825,11568.125412
225.0,1787,11575.397314
220.0,1993,11583.086107
625.0,2757,11594.387004
235.0,2205,11603.353037
465.0,5081,11624.271151
185.0,1743,11631.209835
90.0,1663,11638.07687
365.0,2875,11649.784246
190.0,1885,11657.491881
75.0,1077,11661.610723
145.0,2623,11672.186378
120.0,1137,11676.82778
75.0,1313,11681.96012
245.0,2457,11691.946611
210.0,1867,11699.654082
435.0,3281,11713.050982
250.0,2469,11723.032959
175.0,1947,11731.015789
135.0,1219,11736.018768
165.0,1939,11743.659554
155.0,1179,11748.524541
205.0,2601,11758.952939
65.0,1413,11764.746812
340.0,2737,11776.484053
100.0,1337,11781.671939
200.0,1939,11789.656226
90.0,1115,11794.038074
85.0,1311,11799.265001
65.0,1197,11803.92308
410.0,3247,11817.217847
365.0,2845,11828.706096
175.0,2105,11837.282197
185.0,1857,11844.845449
520.0,2879,11856.50651
220.0,3623,11871.307951
335.0,2277,11880.589922
105.0,1563,11886.855807
255.0,2255,11896.036955
185.0,1943,11903.743284
215.0,1931,11911.687002
140.0,1811,11919.112466
80.0,1125,11923.460251
365.0,2925,11935.469479
110.0,1385,11941.062593
110.0,1545,11947.40834
205.0,2607,11957.713326
75.0,1299,11962.851945
605.0,4089,11979.175276
270.0,2725,11990.494175
450.0,3233,12003.568046
125.0,1561,12009.790211
345.0,3749,12025.124671
105.0,1317,12030.390999
85.0,1145,12034.972058
110.0,2077,12043.37786
440.0,3269,12056.95997
305.0,3140,12069.881179
205.0,2487,12079.792379
610.0,4591,12098.940434
215.0,2273,12108.6912
330.0,3199,12121.651542
120.0,1883,12129.434144
180.0,1867,12137.743507
155.0,1965,12146.676192
635.0,4331,12170.75553
210.0,2191,12181.910916
190.0,1971,12196.019542
25.0,1693,12207.996443
260.0,2979,12220.634224
545.0,2521,12231.895619
180.0,1921,12239.588557
230.0,1993,12247.821792
50.0,1519,12254.473283
185.0,1957,12262.307997
365.0,2709,12273.985986
575.0,3887,12289.931714
250.0,2751,12301.074154
510.0,3997,12317.066251
125.0,1623,12324.005938
215.0,2321,12333.22986
220.0,1935,12341.09757
175.0,1499,12347.396951
315.0,2657,12357.934167
230.0,2213,12366.996815
365.0,2979,12380.43091
140.0,1593,12386.765244
290.0,2153,12395.630402
355.0,3269,12409.067649
295.0,3124,12422.558811
155.0,1557,12428.984197
110.0,1341,12434.160269
325.0,2734,12445.980691
340.0,3661,12460.863356
160.0,1465,12466.823998
490.0,2453,12477.384973
120.0,1683,12483.937227
300.0,2245,12493.118327
200.0,1607,12499.851537
375.0,2965,12512.40675
320.0,2652,12523.130204
300.0,3245,12537.029176
75.0,1293,12542.502759
595.0,4015,12558.879972
295.0,2387,12568.385325
230.0,1657,12575.448909
120.0,1301,12580.570769
210.0,1487,12586.544979
75.0,1149,12591.040648
225.0,2809,12603.318272
305.0,2749,12614.151352
190.0,2133,12622.452579
100.0,1355,12628.179531
165.0,2059,12636.508154
240.0,2413,12646.120003
90.0,1303,12651.449317
180.0,1631,12658.131395
215.0,1999,12666.037416
85.0,1301,12671.102065
205.0,2045,12679.670863
190.0,1485,12685.462446
540.0,3297,12698.697647
180.0,1693,12705.955871
185.0,1563,12712.091568
185.0,1847,12719.796496
460.0,2855,12731.686337
360.0,3395,12745.240226
235.0,1907,12752.85415
125.0,1107,12757.187723
330.0,2411,12767.195533
270.0,2437,12776.872417
240.0,1679,12783.449522
350.0,2463,12793.718952
200.0,1769,12800.745326
390.0,2617,12813.005586
360.0,2845,12834.625525
400.0,3417,12860.455222
430.0,3757,12889.997803
605.0,3529,12919.81962
255.0,2059,12937.844372
185.0,1963,12953.776819
350.0,3131,12981.800323
110.0,1371,12993.959375
270.0,2347,13013.507049
320.0,2355,13035.084027
610.0,3227,13057.839078
215.0,2007,13075.013203
820.0,3712,13104.256655
175.0,1559,13117.194542
145.0,1883,13133.256455
365.0,3992,13165.124902
345.0,2587,13185.730043
160.0,1493,13196.728154
390.0,3691,13225.528044
275.0,2209,13240.753582
105.0,1125,13248.919581
140.0,1731,13260.859412
110.0,1217,13271.801811
145.0,1119,13281.911229
245.0,2525,13300.680309
310.0,3082,13321.611728
420.0,3329,13350.839036
240.0,2189,13369.881705
300.0,3065,13390.494924
190.0,2045,13408.79541
185.0,2007,13426.195564
400.0,3985,13454.694965
470.0,3403,13478.603211
230.0,2025,13496.756633
135.0,1297,13507.152113
190.0,1937,13521.844138
370.0,2949,13543.513436
160.0,1967,13556.881688
265.0,2461,13608.377489
230.0,2083,13619.84572
230.0,2025,13636.905694
465.0,3383,13660.646089
190.0,2149,13678.508961
115.0,1473,13690.885277
425.0,3559,13718.083893
250.0,2303,13737.961834
240.0,2085,13755.753741
425.0,3261,13783.529494
340.0,2909,13804.49288
390.0,3354,13833.22101
370.0,3183,13861.38466
240.0,2089,13876.8912
205.0,1905,13893.353637
230.0,2269,13910.091454
230.0,1987,13927.069682
395.0,2551,13944.994021
255.0,2135,13962.296302
410.0,3763,13993.393796
290.0,2995,14019.596323
165.0,2709,14039.896418
160.0,1577,14053.470185
555.0,3135,14082.063354
365.0,3099,14105.526601
345.0,2635,14128.841841
35.0,1277,14140.274654
360.0,3093,14164.819149
300.0,2533,14183.731574
225.0,2545,14205.749725
200.0,2497,14225.850628
150.0,1945,14238.666063
95.0,1533,14252.580783
230.0,2625,14273.700299
480.0,3127,14301.070928
270.0,2281,14320.91563
360.0,2821,14347.313503
150.0,1519,14355.529281
100.0,1669,14368.870483
145.0,1511,14382.34764
390.0,3449,14411.268015
270.0,2271,14429.467692
310.0,3151,14456.649139
350.0,2791,14476.929127
185.0,1957,14495.287265
75.0,1387,14505.201123
315.0,2883,14531.006577
355.0,2895,14549.042348
235.0,1913,14566.779602
205.0,1969,14583.271586
220.0,1923,14599.510474
110.0,1445,14606.008175
490.0,4179,14641.318845
280.0,3085,14668.264136
370.0,3417,14696.053171
265.0,2343,14711.239503
215.0,3113,14733.017976
260.0,2625,14745.889945
70.0,1169,14751.895144
250.0,2277,14767.865156
245.0,2125,14779.080114
160.0,1921,14788.395378
240.0,2105,14799.183582
355.0,2717,14813.946493
290.0,2263,14827.975352
340.0,2892,14843.754078
180.0,2137,14865.070661
280.0,2703,14889.077393
190.0,1925,14906.293068
285.0,2339,14923.600247
305.0,2967,14942.029949
135.0,1619,14950.816319
200.0,1925,14962.166989
185.0,1957,14975.094541
285.0,1845,14988.657825
140.0,1301,15001.879084
235.0,1963,15016.240683
345.0,2735,15031.931053
220.0,1945,15041.970525
70.0,1529,15051.605552
185.0,1585,15061.60432
205.0,1909,15073.64816
150.0,1507,15081.965625
235.0,2389,15095.314075
350.0,2765,15109.613413
370.0,3245,15126.596969
490.0,3817,15146.644357
305.0,2497,15159.710426
140.0,1561,15167.647453
55.0,1057,15172.725804
240.0,2601,15186.192599
200.0,1865,15195.143258
375.0,2901,15209.101571
205.0,1925,15220.900959
230.0,2003,15237.286295
175.0,1959,15252.654989
570.0,3701,15277.409523
260.0,2719,15291.968522
500.0,3549,15318.349379
165.0,2003,15334.407089
75.0,1213,15343.027272
355.0,2617,15359.918255
165.0,1939,15378.421129
130.0,1499,15392.690861
165.0,1975,15411.338522
50.0,1049,15420.865413
60.0,1111,15431.716112
70.0,1081,15445.855915
220.0,1889,15460.166581
245.0,2341,15486.510544
240.0,2075,15503.257885
290.0,2923,15530.205991
50.0,1083,15541.749171
305.0,2847,15565.720418
430.0,2805,15588.667006
205.0,1931,15605.27033
225.0,2073,15619.707489
150.0,1513,15631.794407
220.0,1605,15644.03714
300.0,2403,15663.395367
345.0,3697,15685.61502
515.0,2805,15709.269943
50.0,1049,15713.992543
230.0,2239,15734.270505
340.0,3138,15756.353216
125.0,1865,15773.857658
95.0,1349,15782.091788
170.0,1547,15792.056919
95.0,1543,15801.349031
235.0,2503,15822.851541
190.0,2091,15833.989089
95.0,1317,15841.328076
200.0,1917,15853.026426
75.0,1125,15859.571854
285.0,2601,15873.176937
170.0,1623,15881.796554
295.0,2601,15897.939933
200.0,1917,15909.988713
255.0,2705,15924.646493
185.0,1721,15933.843498
295.0,2187,15945.739437
115.0,1623,15953.872151
470.0,2589,15970.099895
95.0,1733,15984.779725
265.0,1895,15995.38301
235.0,1817,16004.852546
125.0,1429,16013.143392
60.0,1103,16023.912999
140.0,1917,16033.576966
540.0,2817,16065.749265
335.0,3531,16084.64635
365.0,2947,16100.390014
130.0,1695,16110.535015
250.0,2479,16126.22928
570.0,2945,16150.587081
255.0,2311,16169.357507
225.0,1941,16178.269001
360.0,2573,16202.358464
200.0,1939,16219.293561
255.0,2177,16232.563824
305.0,2957,16254.600535
230.0,1485,16264.102455
205.0,1937,16274.087145
135.0,1475,16281.635319
125.0,1579,16289.73421
195.0,1733,16298.225217
65.0,1077,16303.40441
130.0,1653,16313.352736
285.0,2609,16327.528875
185.0,1775,16337.371376
65.0,1113,16343.931312
250.0,2397,16363.890695
65.0,1341,16374.194259
175.0,1639,16382.846832
195.0,1487,16394.044549
275.0,2437,16408.157971
495.0,2183,16421.988245
130.0,1525,16435.700407
515.0,2981,16456.673548
225.0,2095,16468.337538
350.0,2775,16485.635232
205.0,2061,16498.369005
240.0,2763,16517.591753
205.0,2145,16530.633287
140.0,1637,16571.701186
135.0,1515,16582.16454
105.0,1399,16589.506553
285.0,2571,16603.113194
175.0,1979,16614.057825
400.0,3145,16634.617966
35.0,1271,16648.24281
550.0,2803,16666.890902
235.0,2129,16685.479445
190.0,1477,16700.230269
125.0,1529,16711.207592
245.0,2889,16731.36158
195.0,1537,16744.168113
165.0,1573,16759.866502
495.0,2741,16776.593993
335.0,2341,16792.061851
215.0,1929,16806.865138
90.0,1029,16815.553022
245.0,3466,16839.451602
270.0,2727,16859.279586
340.0,2479,16878.36829
90.0,1131,16884.613179
265.0,3395,16915.4587
190.0,1491,16922.640071
160.0,1613,16938.474041
140.0,1481,16951.728382
95.0,1075,16956.757163
95.0,1439,16969.749826
60.0,1177,16982.150814
90.0,1119,16988.672765
210.0,1533,17002.415014
120.0,1531,17016.797855
210.0,1519,17027.885152
490.0,2378,17049.733806
85.0,1059,17057.471348
470.0,2499,17081.321888
310.0,2974,17102.636637
555.0,3436,17129.752497
270.0,1817,17148.452761
250.0,1885,17161.77354
710.0,3485,17194.81186
190.0,2065,17214.5094
300.0,2583,17237.944311
195.0,1991,17255.861778
230.0,2117,17272.992047
550.0,2369,17288.487797
565.0,3927,17306.252564
75.0,1131,17311.127625
80.0,1137,17316.041215
200.0,2607,17328.360862
440.0,3512,17344.185941
370.0,3151,17357.874277
315.0,2545,17368.767876
405.0,2541,17380.413832
325.0,2671,17391.846545
165.0,1551,17398.516217
250.0,2331,17409.032154
35.0,1059,17413.430189
85.0,1165,17418.524357
200.0,2023,17428.247014
165.0,1521,17435.412583
135.0,1555,17442.011269
580.0,3389,17457.533329
515.0,2490,17468.973324
330.0,2773,17480.926465
225.0,1965,17489.363656
510.0,2573,17501.446754
260.0,2089,17511.12707
85.0,1141,17516.023732
320.0,2267,17525.880542
185.0,1637,17533.69185
355.0,2801,17545.872303
330.0,2519,17556.607778
215.0,1695,17564.488443
595.0,3149,17578.054004
410.0,3143,17591.696513
190.0,1613,17598.586208
290.0,2859,17612.952069
790.0,3415,17628.513996
175.0,1527,17635.081909
115.0,1383,17640.90709
320.0,2907,17654.612758
395.0,2355,17664.655474
105.0,1111,17669.232688
165.0,1597,17676.265661
345.0,2930,17689.396111
290.0,2604,17700.634953
355.0,2823,17712.64863
80.0,1087,17717.429945
280.0,1997,17726.229326
210.0,2255,17735.793911
455.0,3141,17749.360399
325.0,2633,17764.460354
225.0,2739,17776.339444
505.0,3185,17790.664381
365.0,2668,17803.374368
195.0,1597,17811.240341
415.0,2989,17825.072098
235.0,2013,17834.71128
100.0,1403,17841.840436
150.0,1565,17849.988959
240.0,2133,17860.3916
120.0,1435,17867.635984
320.0,2517,17880.492143
425.0,3231,17896.920107
475.0,2851,17911.103667
225.0,1859,17920.734062
190.0,1607,17928.346616
230.0,2181,17938.797708
315.0,2161,17949.698684
205.0,2087,17959.616268
425.0,2927,17974.870677
90.0,1135,17981.203347
490.0,2299,17992.447021
355.0,3195,18008.162364
320.0,2892,18022.110536
475.0,3273,18039.147524
255.0,2205,18049.918796
70.0,1133,18055.235068
325.0,2201,18066.826396
215.0,1531,18074.074031
550.0,2613,18086.472828
230.0,2793,18100.269728
215.0,1791,18108.923433
675.0,3037,18123.871729
335.0,2753,18137.094028
275.0,2773,18150.490471
230.0,2141,18161.513367
175.0,1537,18167.939771
240.0,2107,18177.769248
340.0,2297,18187.618754
125.0,1079,18192.130664
265.0,2641,18204.017699
190.0,1465,18210.234067
520.0,2785,18222.10663
110.0,1449,18228.299753
290.0,1913,18237.101048
85.0,1135,18241.986051
340.0,2559,18252.963705
275.0,2587,18264.967158
165.0,1569,18271.747459
625.0,3349,18286.218777
350.0,2723,18297.960581
480.0,3021,18311.695361
210.0,2073,18320.476512
575.0,4405,18340.809026
405.0,2688,18352.542905
175.0,1565,18360.463673
340.0,2589,18371.595002
300.0,3679,18387.19913
260.0,2421,18398.223404
245.0,1897,18406.68956
145.0,1597,18413.516115
610.0,3365,18428.716424
215.0,1641,18435.763181
210.0,1895,18443.770181
290.0,2638,18455.137664
225.0,1955,18464.520089
275.0,1903,18472.825454
895.0,4377,18491.931962
275.0,2323,18503.175641
280.0,1723,18510.339931
645.0,3207,18523.664129
460.0,2589,18534.276367
325.0,2919,18546.095999
280.0,2849,18557.520043
195.0,1669,18564.090988
100.0,1127,18568.866633
140.0,1467,18574.700524
190.0,1513,18580.899608
315.0,2345,18590.709932
125.0,1127,18595.34184
125.0,1121,18599.722961
375.0,2453,18609.847131
245.0,2065,18618.905538
445.0,3032,18631.094496
415.0,3373,18644.635894
145.0,1525,18651.28933
590.0,2385,18661.481527
335.0,3899,18677.147587
510.0,3279,18690.624064
175.0,1435,18696.107797
405.0,3201,18709.065524
270.0,1943,18730.988977
260.0,2735,18742.402536
195.0,1527,18748.298827
520.0,3093,18760.687222
325.0,2919,18772.849746
310.0,2507,18782.933028
260.0,1911,18790.540665
275.0,1963,18798.45063
275.0,2773,18809.904025
630.0,3067,18822.322496
200.0,1543,18828.451655
185.0,1517,18834.876635
410.0,3337,18849.143288
460.0,2305,18858.303841
230.0,1815,18865.702109
170.0,1447,18871.917379
345.0,2541,18882.472755
145.0,1737,18889.284324
255.0,1501,18895.81631
435.0,2861,18907.126653
200.0,1491,18912.973205
230.0,2153,18921.695433
215.0,1515,18927.734275
100.0,1071,18931.87076
210.0,1507,18938.108414
210.0,1495,18943.929176
210.0,1515,18949.919587
100.0,1083,18954.198575
650.0,3317,18967.748924
450.0,3605,18982.204489
230.0,1587,18988.263111
125.0,1121,18992.994379
390.0,2541,19003.140658
260.0,1935,19010.946783
230.0,1545,19017.364095
225.0,1481,19023.412415
395.0,2994,19035.323139
375.0,2458,19045.143412
125.0,1123,19049.878967
535.0,2637,19060.309476
355.0,2157,19068.846456
365.0,2561,19079.475215
200.0,1465,19085.294147
230.0,1805,19092.414727
305.0,2732,19103.409903
255.0,1959,19111.75829
490.0,3347,19126.013394
200.0,1569,19132.025502
475.0,3521,19146.229162
410.0,2909,19158.066938
310.0,1745,19164.954844
260.0,1911,19172.55315
340.0,2883,19184.729108
235.0,1957,19192.5416
270.0,2813,19203.887503
445.0,3429,19217.517059
240.0,1459,19223.662878
185.0,1495,19229.617864
320.0,3139,19242.093996
125.0,1123,19246.757315
125.0,1123,19251.463204
175.0,1389,19257.335604
245.0,2109,19266.301434
235.0,2015,19274.418831
240.0,1547,19280.514229
70.0,1029,19284.533158
240.0,1579,19291.817569
240.0,1579,19298.093339
195.0,1567,19304.286849
240.0,1521,19311.246792
210.0,2039,19319.495345
305.0,2555,19330.040069
295.0,2519,19340.334933
210.0,1581,19346.576136
100.0,1119,19351.009856
330.0,2463,19360.860601
240.0,1529,19367.139893
470.0,3933,19384.049447
485.0,4021,19402.207414
240.0,1487,19408.309848
225.0,1571,19415.2139
130.0,1097,19419.900652
295.0,2543,19430.443582
240.0,1477,19436.724513
440.0,2699,19447.528695
230.0,1529,19453.521079
245.0,2233,19463.191736
195.0,1643,19469.706902
235.0,1697,19476.364443
320.0,2307,19485.76078
345.0,2149,19494.980551
125.0,1119,19499.356659
195.0,1557,19505.542585
260.0,1523,19512.040478
240.0,2409,19521.669478
505.0,3905,19537.365322
555.0,3680,19552.603806
240.0,1503,19559.198422
240.0,1587,19565.497271
195.0,1601,19571.900475
295.0,2671,19583.71961
310.0,2156,19592.369018
310.0,2594,19602.985851
380.0,2247,19611.931507
410.0,3770,19627.425086
90.0,1173,19632.445657
285.0,2669,19643.226363
355.0,2509,19653.151248
105.0,1149,19657.904398
305.0,1977,19665.854088
270.0,2193,19674.557555
260.0,2801,19685.743486
260.0,1939,19694.046861
240.0,1499,19700.125807
535.0,2711,19710.987455
215.0,1547,19717.530494
855.0,4025,19735.155458
260.0,1905,19742.794739
360.0,2477,19753.571545
230.0,1537,19759.68655
300.0,2469,19769.533763
275.0,2245,19778.89409
135.0,1157,19783.913327
340.0,2151,19792.518559
240.0,1443,19798.385928
240.0,1465,19804.971447
405.0,2113,19813.595522
120.0,1625,19820.115969
190.0,1499,19825.997059
380.0,2360,19836.133168
155.0,1143,19840.644173
185.0,1489,19846.402926
410.0,2781,19858.049674
360.0,2511,19868.620588
290.0,2037,19876.707808
275.0,1779,19883.648764
125.0,1121,19888.662211
395.0,2349,19898.090846
420.0,2551,19908.345531
345.0,3323,19922.657646
210.0,1471,19928.860008
210.0,1485,19934.697455
235.0,1461,19940.437329
210.0,1705,19947.656956
210.0,1487,19953.664331
210.0,1441,19959.30118
230.0,1483,19965.525197
265.0,1781,19972.681151
305.0,2273,19981.757977
240.0,1713,19988.669087
390.0,2479,19998.892213
500.0,4129,20015.452353
510.0,4019,20031.695489
530.0,3475,20046.924197
385.0,2340,20056.336499
110.0,1525,20062.349639
335.0,2331,20072.009503
240.0,1575,20078.586193
650.0,3203,20091.416522
415.0,3368,20104.931168
180.0,1445,20111.087104
365.0,2379,20120.647185
355.0,2535,20130.772534
420.0,2609,20141.45358
210.0,1553,20147.572715
335.0,2113,20156.439735
440.0,3931,20172.460797
280.0,2199,20181.325011
250.0,1709,20188.457508
240.0,1691,20195.056964
335.0,3367,20209.135247
230.0,1963,20217.352229
350.0,2545,20227.400718
295.0,2532,20237.567463
310.0,2685,20248.391272
400.0,2265,20257.738937
775.0,4110,20278.411589
340.0,3061,20292.302605
240.0,1701,20300.638942
315.0,2027,20310.748878
335.0,2290,20321.317559
355.0,2387,20330.711253
305.0,2395,20340.654304
565.0,2535,20353.061777
340.0,2329,20363.602366
535.0,2213,20372.027317
235.0,1639,20378.725359
195.0,1427,20383.894316
300.0,2343,20392.018725
315.0,2440,20401.399676
225.0,1701,20407.34051
265.0,2171,20430.47155
205.0,1591,20435.95072
415.0,3085,20447.888483
305.0,2373,20456.243849
245.0,1925,20463.368126
360.0,2393,20472.360867
400.0,3686,20485.325096
680.0,3047,20496.17392
470.0,3093,20506.941733
605.0,3129,20518.759885
350.0,2952,20529.2729
335.0,2385,20537.578877
350.0,2345,20546.021259
245.0,1745,20553.021256
325.0,2366,20561.243095
290.0,2135,20568.875354
410.0,2553,20578.14315
595.0,2853,20589.131245
245.0,1823,20595.512106
190.0,1577,20600.920885
440.0,3069,20612.123861
485.0,2349,20620.798154
220.0,1715,20626.823617
455.0,2875,20636.978532
255.0,2181,20645.337381
250.0,1551,20650.815569
330.0,2299,20658.835166
425.0,3124,20670.589689
280.0,2171,20678.27471
255.0,1967,20685.10825
800.0,3839,20699.186466
255.0,1925,20706.46885
395.0,2322,20714.678183
295.0,2261,20724.528164
265.0,1931,20731.94698
255.0,1947,20738.73261
255.0,1951,20745.593287
380.0,2839,20756.204165
